CreatorOS Production Issue History Export
  ==========================================
  Generated: 2026-06-05T18:41:38.162Z
  Source: Production PostgreSQL (read-only replica)

  Tables included (oldest to newest, all rows):
    1. audit_logs          — 3,669 rows from 2026-02-24 (OLDEST RECORD)
    2. dead_letter_queue   — 1,337 rows from 2026-03-25
    3. autonomous_action_log — 2,357 rows from 2026-04-27
    4. security_events     — 115 rows from 2026-04-11
    5. pipeline_traces     — 14 rows from 2026-05-24

  Prompt for AI analysis:
    "The following is the full issue/event history for an autonomous YouTube
     channel automation system called CreatorOS. Identify recurring failure
     patterns, systemic problems, periods of instability, and root causes.
     Note any escalation trends and what was working vs broken at each phase."

  ==========================================

  

================================================================================
SECTION: AUDIT LOGS (audit_logs) — 3,669 rows from 2026-02-24
4088,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,5 of 5 videos processed,,low,2026-05-22 18:37:02.691947
4089,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T19:00:03.148Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 19:00:03.161248
4090,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T19:00:08.624Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 19:00:08.638627
4091,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 19:30:01.638643
4092,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 19:30:02.38259
4093,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 20:30:01.133134
4094,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 20:30:02.153426
4095,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T21:00:02.159Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 21:00:02.172151
4096,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T21:00:08.660Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 21:00:08.671998
4097,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 21:30:00.272135
4098,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 21:30:00.677582
4099,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T22:00:03.727Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 22:00:03.741899
4100,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T22:00:09.750Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 22:00:09.764324
4101,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 22:30:01.51747
4102,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-22 22:30:03.236383
4103,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T23:00:00.577Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 23:00:00.608186
4104,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-22T23:00:01.877Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-22 23:00:01.908416
4105,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 00:30:02.969983
4106,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 00:31:35.214966
4107,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T01:00:02.948Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 01:00:02.97453
4108,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T01:00:08.914Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 01:00:08.941331
4109,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 01:30:00.3847
4110,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 01:31:17.009492
4111,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T02:00:04.209Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 02:00:04.244948
4112,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T02:00:11.767Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 02:00:11.805809
4113,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 02:30:01.373613
4114,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 02:30:02.150354
4115,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T03:00:02.632Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 03:00:02.654821
4116,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T03:00:09.355Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 03:00:09.377211
4117,7210ff92-76dd-4d0a-80bb-9eb5be27508b,backlog_refresh_complete,All 27 videos refreshed,"{""total"": 27}",low,2026-05-23 03:24:55.936796
4118,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 03:30:00.413444
4119,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 03:30:00.60003
4120,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 04:30:01.781555
4121,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 04:30:02.747455
4122,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T05:00:02.525Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 05:00:02.533224
4123,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T05:00:04.753Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 05:00:04.76746
4124,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 05:30:01.759148
4125,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 05:30:02.487243
4126,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 06:30:01.485085
4127,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T07:00:28.005Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 07:00:28.01707
4128,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T07:00:30.023Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 07:00:30.036111
4129,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 07:30:01.742007
4130,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 07:30:02.984983
4131,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: PS5 AI Gameplay Defies Logic! You Won't Believe This Chaos,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""Lfupu2iliBw"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-23 07:38:21.484594
4132,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T08:00:06.775Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 08:00:06.78882
4133,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T08:00:08.237Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 08:00:08.250555
4134,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: This PS5 Secret Changes Everything - You Won't Believe It!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""2_bR2dqbueU"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-23 08:12:03.033524
4135,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unlock This AI Secret for Naval Dominance in Assassin's Creed IV!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""g1s2LAN_74E"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-23 08:17:51.512967
4136,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 08:30:01.992721
4137,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 08:30:03.730858
4138,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unlock the ONE Ship Trick in Assassin's Creed 4 – You Won't Believe This!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""YstycEObOiU"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-23 08:41:34.787131
4139,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unbelievable Assassin's Creed 4 Moments You'll Regret Missing! 😱,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""b5Gs30Es73U"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-23 08:50:42.792383
4140,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T09:00:00.607Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 09:00:00.631483
4141,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T09:00:00.984Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 09:00:01.010346
4142,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Unlock Assassin's Creed 4's Naval Secrets for Ultimate Victory!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""L81BsTEyrr0"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-23 09:02:30.500438
4143,7210ff92-76dd-4d0a-80bb-9eb5be27508b,platform_sync_push,YouTube: Discover the Hidden Ship Trick in Assassin's Creed 4: Black Flag!,"{""source"": ""backlog_processing"", ""platform"": ""youtube"", ""youtubeId"": ""Xtiqg9LH-eo"", ""updatedFields"": [""title"", ""description"", ""tags""]}",low,2026-05-23 09:04:45.337546
4144,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 09:30:00.244423
4145,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T10:00:00.425Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 10:00:00.437579
4146,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T10:00:00.840Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 10:00:00.853483
4147,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 10:30:00.486288
4148,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,37 of 37 videos processed,,low,2026-05-23 10:30:01.819805
4149,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T11:00:02.500Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 11:00:02.514218
4150,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T11:00:03.715Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 11:00:03.728357
4151,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 11:30:01.866767
4152,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,38 of 38 videos processed,,low,2026-05-23 11:58:44.703965
4153,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 12:30:02.284421
4154,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,15 of 15 videos processed,,low,2026-05-23 12:48:16.540362
4155,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T13:00:01.781Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 13:00:01.796717
4156,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T13:00:03.552Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 13:00:03.565291
4157,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 13:30:01.045885
4158,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,6 of 6 videos processed,,low,2026-05-23 13:38:18.011529
4159,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T14:00:03.999Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 14:00:04.012004
4160,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T14:00:05.755Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 14:00:05.769622
4161,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 14:30:01.049913
4162,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,11 of 11 videos processed,,low,2026-05-23 14:46:33.263231
4163,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T15:00:01.764Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 15:00:01.776439
4164,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T15:00:03.285Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 15:00:03.298546
4165,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 15:30:01.058561
4166,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,6 of 6 videos processed,,low,2026-05-23 15:36:29.510762
4167,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T16:00:04.058Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 16:00:04.072435
4168,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T16:00:06.295Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 16:00:06.308761
4169,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 16:30:02.047787
4170,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,6 of 6 videos processed,,low,2026-05-23 16:37:25.570344
4171,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T17:00:01.512Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 17:00:01.532019
4172,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T17:00:02.559Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 17:00:02.573217
4173,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 17:30:02.050344
4174,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,6 of 6 videos processed,,low,2026-05-23 17:35:59.538082
4175,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 18:30:02.763245
4176,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 18:31:20.322689
4177,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T19:00:02.327Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 19:00:02.339551
4178,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T19:00:03.131Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 19:00:03.143484
4179,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 19:30:02.613896
4180,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 19:30:50.419111
4181,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T20:00:04.384Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 20:00:04.400355
4182,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T20:00:05.600Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 20:00:05.614811
4183,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 20:30:06.692024
4184,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 20:30:51.913176
4185,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T21:00:02.219Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 21:00:02.236778
4186,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T21:00:03.653Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 21:00:03.665869
4187,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 21:30:01.946641
4188,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 21:30:42.218444
4189,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T22:00:02.674Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 22:00:02.689653
4190,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T22:00:03.716Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 22:00:03.731438
4191,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 22:30:02.717204
4192,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 22:30:46.213966
4193,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T23:00:01.683Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 23:00:01.696844
4194,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-23T23:00:03.451Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-23 23:00:03.468506
4195,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-23 23:30:01.437596
4196,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-23 23:30:40.941137
4197,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 00:30:03.420531
4198,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 00:30:39.663685
4199,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T01:00:01.981Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 01:00:02.000139
4200,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T01:00:02.680Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 01:00:02.694715
4201,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 01:30:00.513211
4202,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 01:30:49.402403
4203,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T02:00:02.927Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 02:00:02.954088
4204,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T02:00:04.173Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 02:00:04.2005
4205,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 02:30:02.987896
4206,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 02:30:53.237437
4207,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T03:00:02.051Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 03:00:01.994525
4208,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T03:00:03.076Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 03:00:03.019554
4209,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 03:30:02.736951
4210,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 03:30:45.044244
4211,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 04:30:01.270438
4212,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 04:31:53.491501
4213,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T05:00:01.741Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 05:00:01.74768
4214,7210ff92-76dd-4d0a-80bb-9eb5be27508b,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T05:00:02.509Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 05:00:02.516293
4215,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 05:30:01.540574
4216,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 05:30:39.506199
4217,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,auto_backlog_completed,0 of 0 videos processed,,low,2026-05-24 06:30:05.03969
4218,7210ff92-76dd-4d0a-80bb-9eb5be27508b,auto_backlog_completed,1 of 1 videos processed,,low,2026-05-24 06:31:13.27577
4219,tiktok_-000hfXLzkfKJGE24wvR-qZP9Pw6iwxLWyeM,content_verification_sweep,all_platforms,"{""timestamp"": ""2026-05-24T07:00:05.752Z"", ""liveHealthy"": 0, ""liveStreams"": 0}",low,2026-05-24 07:00:05.764565
